,filename,blocks,lines
40,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261230-00027.xml,9,154
41,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261230-00028.xml,155,275
42,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261230-00029.xml,8,151
43,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261230-00030.xml,16,124
44,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261230-00031.xml,7,63
45,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261230-00032.xml,6,19
46,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00001.xml,15,56
47,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00002.xml,10,70
48,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00003.xml,15,103
49,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00004.xml,15,142
50,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00005.xml,5,153
51,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00006.xml,8,124
52,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00007.xml,10,154
53,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00008.xml,5,147
54,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00009.xml,6,162
55,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00010.xml,11,103
56,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00011.xml,12,38
57,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00012.xml,15,81
58,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00013.xml,6,20
59,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00014.xml,3,3
60,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00015.xml,6,15
61,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00016.xml,5,17
62,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00017.xml,10,26
63,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00018.xml,6,39
64,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00019.xml,6,49
65,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00020.xml,5,35
66,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00021.xml,8,43
67,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00022.xml,12,41
68,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00023.xml,0,0
69,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00024.xml,4,20
70,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00025.xml,4,19
71,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00026.xml,4,19
72,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00027.xml,10,28
73,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00028.xml,8,14
74,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00029.xml,6,14
75,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00030.xml,24,148
76,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00031.xml,7,161
77,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00032.xml,7,88
78,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00033.xml,15,94
79,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00034.xml,16,61
80,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00035.xml,8,50
81,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00036.xml,3,3
82,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00037.xml,6,30
83,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00038.xml,13,226
84,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00039.xml,7,212
85,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00040.xml,6,276
86,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00041.xml,7,252
87,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00042.xml,7,205
88,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00043.xml,7,213
89,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00044.xml,14,136
90,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00045.xml,16,95
91,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00046.xml,36,250
92,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00047.xml,13,140
93,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261231-00048.xml,10,54
94,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00013.xml,6,160
95,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00014.xml,15,155
96,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00015.xml,6,150
97,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00016.xml,7,146
98,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00017.xml,9,121
99,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00018.xml,7,72
100,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00019.xml,26,87
101,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00020.xml,11,170
102,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00021.xml,6,216
103,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00022.xml,28,232
104,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00023.xml,5,146
105,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00024.xml,5,146
106,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00025.xml,5,146
107,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00026.xml,6,153
108,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00027.xml,8,156
109,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00028.xml,7,155
110,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00029.xml,7,157
111,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00030.xml,169,269
112,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00031.xml,11,43
113,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261223-00032.xml,14,56
114,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00001.xml,6,13
115,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00002.xml,4,22
116,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00003.xml,10,106
117,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00004.xml,5,133
118,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00005.xml,9,137
119,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00006.xml,5,150
120,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00007.xml,7,129
121,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00008.xml,12,134
122,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00009.xml,5,160
123,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00010.xml,5,141
124,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00011.xml,6,152
125,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00012.xml,17,88
126,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00013.xml,9,48
127,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00014.xml,24,165
128,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00015.xml,5,30
129,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00016.xml,77,80
130,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00017.xml,11,154
131,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00018.xml,7,266
132,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00019.xml,6,257
133,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00020.xml,16,172
134,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00021.xml,18,103
135,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00022.xml,18,158
136,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00023.xml,16,134
137,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261224-00024.xml,10,85
138,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00001.xml,12,21
139,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00002.xml,10,64
140,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00003.xml,16,96
141,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00004.xml,9,144
142,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00005.xml,6,135
143,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00006.xml,7,141
144,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00007.xml,5,145
145,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00008.xml,5,140
146,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00009.xml,107,160
147,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00010.xml,13,85
148,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00011.xml,8,45
149,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00012.xml,17,69
150,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00013.xml,7,16
151,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00014.xml,12,49
152,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00015.xml,9,49
153,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00016.xml,10,226
154,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00017.xml,7,244
155,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00018.xml,22,222
156,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00019.xml,9,50
157,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261227-00020.xml,4,30
158,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00001.xml,6,12
159,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00002.xml,4,41
160,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00003.xml,3,108
161,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00004.xml,5,145
162,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00005.xml,6,146
163,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00006.xml,5,146
164,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00007.xml,5,146
165,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00008.xml,5,143
166,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00009.xml,10,125
167,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00010.xml,5,131
168,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00011.xml,15,103
169,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00012.xml,9,75
170,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00013.xml,5,28
171,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00014.xml,11,54
172,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00015.xml,8,37
173,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00016.xml,5,6
174,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00017.xml,4,4
175,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00018.xml,15,31
176,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00019.xml,9,68
177,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00020.xml,4,5
178,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00021.xml,4,12
179,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00022.xml,4,20
180,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00023.xml,16,166
181,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00024.xml,8,252
182,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00025.xml,6,223
183,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00026.xml,12,216
184,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00027.xml,24,207
185,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00028.xml,6,140
186,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00029.xml,4,145
187,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00030.xml,7,113
188,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00031.xml,5,132
189,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00032.xml,166,268
190,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00033.xml,9,143
191,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00034.xml,5,20
192,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261228-00035.xml,3,4
193,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261229-00001.xml,11,38
194,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261229-00002.xml,4,28
195,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261229-00003.xml,8,103
196,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261229-00004.xml,7,153
197,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261229-00005.xml,8,142
198,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261229-00006.xml,8,147
199,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00036.xml,5,24
200,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00037.xml,5,27
201,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00038.xml,17,209
202,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00039.xml,7,224
203,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00040.xml,6,276
204,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00041.xml,7,278
205,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00042.xml,8,247
206,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00043.xml,15,195
207,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00044.xml,22,97
208,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00045.xml,7,22
209,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00046.xml,79,337
210,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00047.xml,225,341
211,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00048.xml,283,331
212,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00049.xml,23,255
213,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00050.xml,10,148
214,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00051.xml,14,101
215,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261218-00052.xml,5,23
216,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00001.xml,3,15
217,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00002.xml,12,26
218,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00003.xml,12,107
219,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00004.xml,5,134
220,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00005.xml,9,152
221,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00006.xml,5,134
222,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00007.xml,11,144
223,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00008.xml,12,151
224,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00009.xml,21,122
225,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00010.xml,8,66
226,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00011.xml,11,61
227,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00012.xml,12,41
228,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00013.xml,7,28
229,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00014.xml,3,3
230,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00015.xml,3,3
231,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00016.xml,15,81
232,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00017.xml,13,175
233,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00018.xml,6,264
234,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00019.xml,7,270
235,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00020.xml,8,231
236,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00021.xml,15,157
237,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00022.xml,21,247
238,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00023.xml,2,2
239,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261220-00024.xml,10,38
240,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261221-00001.xml,6,26
241,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261221-00002.xml,4,24
242,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261221-00003.xml,7,119
243,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261221-00004.xml,5,146
244,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261221-00005.xml,7,142
245,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261221-00006.xml,6,150
246,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261221-00007.xml,19,167
247,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261221-00008.xml,5,157
248,/home/dbsm-user/data/Skripte/data/Börsenblatt/Einzelseiten/39946221X-19261221-00009.xml,11,130
